id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,lat,long,sqft_living15
1682500160,20140619T000000,210000,3,2,1440,7210,1,3,8,1440,0,1983,47.3128,-122.184,1700
8078570390,20150415T000000,260000,3,2.5,1920,7415,2,3,7,1920,0,1989,47.4022,-122.171,1930
3010300240,20140623T000000,577000,3,2.5,2060,5750,1,3,7,1330,730,1976,47.5671,-122.391,1920
9500900135,20141021T000000,200000,3,1.5,1210,10588,1,4,7,1210,0,1958,47.2876,-122.212,1408
461001615,20150225T000000,605000,2,1.75,1760,5000,1,4,7,940,820,1927,47.682,-122.372,1530
6411600069,20140521T000000,325000,3,1,990,6750,1,4,6,990,0,1947,47.7125,-122.331,1440
7812800565,20140814T000000,289500,3,1,960,6400,1,4,6,820,140,1944,47.496,-122.239,1200
7548300731,20140808T000000,559950,3,2.5,1660,1458,3,3,9,1660,0,2014,47.5876,-122.309,1660
8925100390,20150406T000000,1.04E+06,3,1.75,1900,9375,1,4,8,1330,570,1941,47.6821,-122.273,2760
7010700292,20141009T000000,543500,3,2.25,1270,2790,1,3,7,990,280,1970,47.6581,-122.396,1920
9485951170,20140522T000000,480000,4,2.25,3250,34293,2,4,9,3250,0,1983,47.3496,-122.094,3110
5437820310,20140523T000000,218000,3,1,960,9633,1,5,6,960,0,1982,47.1951,-122.001,1080
582000135,20140622T000000,565000,2,1.75,1330,6000,1,4,7,960,370,1914,47.6539,-122.396,1620
3204800370,20141212T000000,426700,3,1.75,2080,7700,1,5,7,1600,480,1968,47.5375,-122.178,1680
8832900550,20140912T000000,650000,3,2.5,2690,11575,1,3,8,2130,560,1957,47.7605,-122.267,2390
9550204515,20140924T000000,542000,2,1,890,3060,1,3,7,770,120,1910,47.6663,-122.326,1760
7199330390,20140624T000000,415000,3,1.75,1070,8000,1,3,7,1070,0,1977,47.6978,-122.13,1200
6131600060,20140815T000000,214000,3,1,1200,8316,1,4,6,1200,0,1953,47.3221,-122.215,1200
5379805460,20150121T000000,245000,3,1.5,1360,8910,2,5,7,1360,0,1949,47.4488,-122.275,1220
7212652180,20140701T000000,314500,3,2,2050,13303,1,3,8,2050,0,1993,47.2681,-122.31,2180
6379500640,20150409T000000,1.12E+06,3,1.5,3000,5750,2,5,9,2000,1000,1924,47.5821,-122.39,1820
4315700060,20150303T000000,378000,2,2,1300,3850,1,3,7,800,500,1963,47.5395,-122.39,950
3329500060,20140728T000000,305000,4,2.5,2250,9091,1,3,7,1340,910,1982,47.336,-122.269,1540
4140090320,20150320T000000,595000,5,2.75,3740,6750,1,4,8,1980,1760,1978,47.7679,-122.261,2620
9385200045,20150512T000000,729500,3,2.5,1660,1091,3,3,9,1530,130,2015,47.5818,-122.402,1510
7852180340,20140930T000000,430000,3,2.5,2360,6699,2,3,7,2360,0,2003,47.5317,-121.853,2360
1545804340,20150409T000000,240000,3,1.75,1760,6500,1,3,7,1150,610,1987,47.3647,-122.05,1760
2490200320,20150320T000000,545000,3,1.75,1680,6200,1.5,3,7,1680,0,1916,47.5338,-122.384,1680
2218000335,20140707T000000,530000,3,1.75,1320,2500,1,3,7,870,450,1918,47.6681,-122.305,1580
922049078,20141118T000000,157000,1,1,870,26326,1,3,6,870,0,1939,47.4152,-122.3,1250
2586800270,20150407T000000,425000,4,1,1260,7645,1.5,3,6,1260,0,1925,47.5044,-122.35,1170
4338800370,20141117T000000,220000,3,1,1000,6020,1,3,6,1000,0,1944,47.4793,-122.346,1300
7214700350,20141124T000000,521000,4,1.75,2020,36400,1,4,8,1550,470,1976,47.7627,-122.076,2520
3226200105,20140523T000000,325000,3,1,1920,6862,1,3,7,1120,800,1952,47.5193,-122.274,2000
2324039036,20150403T000000,597500,3,2,2150,5400,1.5,4,7,1380,770,1911,47.555,-122.379,1940
7849202231,20140723T000000,337000,3,2.5,1470,3976,2,3,7,1470,0,1999,47.526,-121.826,1490
5196410260,20150422T000000,1.00E+06,3,2.5,3180,10492,2,3,10,3180,0,1991,47.655,-122.124,3000
3760500116,20141120T000000,3.07E+06,3,2.5,3930,55867,1,4,8,2330,1600,1957,47.7022,-122.224,2730
2985800030,20140507T000000,495000,3,1,990,6000,1,3,6,990,0,1943,47.6718,-122.267,1250
259900160,20150102T000000,748000,4,3.5,2770,3330,2,3,8,1970,800,2001,47.6327,-122.109,2180
708000030,20140902T000000,888000,3,1.5,1250,8710,1,4,7,1250,0,1953,47.6245,-122.198,1750
192460310,20150324T000000,269900,3,1.75,1140,22267,1,3,7,1140,0,1986,47.4761,-121.758,1150
9412200260,20141113T000000,496500,4,2.5,2250,14440,1,3,7,1550,700,1967,47.5221,-122.045,2090
1062100116,20150121T000000,475000,3,2.5,1640,5097,2,3,7,1640,0,1969,47.7522,-122.278,1880
6798100662,20140527T000000,312000,3,1.5,1255,1374,3,3,7,1255,0,2004,47.7145,-122.311,1307
1775920350,20141124T000000,323000,3,1,1290,12231,1,3,7,1290,0,1976,47.7404,-122.11,1390
2525500260,20141124T000000,331000,3,1.75,1300,9079,1,3,7,1300,0,1986,47.4834,-122.159,1890
6145600041,20140514T000000,306000,3,1.5,1220,1086,3,3,8,1220,0,2007,47.7049,-122.353,1220
3300701615,20140930T000000,655000,4,2.5,2630,4000,3,3,8,2630,0,2002,47.6915,-122.381,1640
5151600340,20140709T000000,290000,3,1.5,1950,15954,1,4,8,1950,0,1959,47.336,-122.319,1940
7613700521,20140802T000000,1.25E+06,4,3.25,3160,5000,2,5,9,2360,800,1965,47.6597,-122.274,2220
2710600045,20140616T000000,460000,3,1.75,1550,4708,1,4,7,860,690,1949,47.6759,-122.286,1880
5101405124,20140912T000000,435000,4,2.5,1700,6380,1,4,7,850,850,1940,47.6988,-122.319,1380
6067910030,20150316T000000,664000,4,2.75,2510,11880,1,5,8,1630,880,1978,47.5427,-122.181,2390
1959701890,20140729T000000,865000,4,1.75,1800,4180,2,4,8,1800,0,1921,47.6462,-122.318,2180
1402200340,20140813T000000,385000,3,1.75,1800,18000,1,3,8,1200,600,1968,47.4406,-122.146,1800
3558900070,20140718T000000,497000,3,2.25,1870,9315,1,3,7,1350,520,1975,47.705,-122.202,2230
7846700310,20140623T000000,280000,2,1,1010,3000,1,4,7,1010,0,1925,47.4965,-121.785,1150
3348401740,20150127T000000,188000,2,1.5,1120,17487,1,3,6,1120,0,1924,47.5024,-122.271,1690
3013300288,20140930T000000,478500,3,1,2090,4755,1,3,8,1200,890,1969,47.5304,-122.387,1850
7852070060,20140731T000000,1.15E+06,4,3.5,4370,18361,2,3,11,4370,0,2001,47.544,-121.872,4190
5029450160,20140815T000000,222000,3,2,1440,7187,1,4,7,970,470,1981,47.291,-122.368,1440
3526069070,20140528T000000,799000,4,3,2580,209523,2,3,8,2580,0,1984,47.6932,-122.006,3440
5104540240,20140609T000000,609900,4,2.5,3190,7399,2,3,10,3190,0,2006,47.3558,-122.004,3250
3438500486,20141016T000000,413000,4,3.5,2380,5809,2,4,7,1750,630,1995,47.5536,-122.359,1620
5102400105,20141013T000000,400000,4,1,1420,4875,1.5,3,7,1420,0,1930,47.6942,-122.321,1110
2346200030,20150105T000000,802541,5,2.75,2990,6768,2,3,9,2990,0,2014,47.5462,-122.182,2870
1321710030,20140519T000000,320000,3,2.5,2680,7757,2,3,8,2680,0,1990,47.2918,-122.346,2430
7853290030,20150311T000000,507000,4,2.5,2730,7649,2,3,7,2730,0,2006,47.5441,-121.882,2730
1566100400,20140924T000000,387500,3,1,1220,8329,1,3,6,1220,0,1946,47.6982,-122.298,1490
1775800800,20150224T000000,396000,3,1,1500,12616,1,3,7,1500,0,1967,47.7415,-122.101,1820
9133600075,20140821T000000,373000,3,1.75,1830,11788,1,3,8,1430,400,1958,47.4862,-122.224,2140
5450900060,20140923T000000,1.48E+06,5,2.5,4570,19252,2,5,10,4570,0,1965,47.5553,-122.22,3180
1402600700,20140721T000000,359900,4,2.25,2470,7698,2,3,8,2470,0,1983,47.4406,-122.141,2330
8024200350,20150304T000000,410000,2,1,800,4342,1,3,6,670,130,1927,47.6997,-122.316,1210
3121500340,20140712T000000,690000,4,2.5,2900,23488,2,3,9,2900,0,1992,47.6726,-122.03,2900
7697870860,20140625T000000,245000,3,2,1410,5760,1,3,7,1410,0,1985,47.3702,-122.185,1670
7527200030,20141229T000000,700000,5,2.5,2830,25958,1,5,8,1610,1220,1979,47.5896,-122.083,2670
2013200390,20140922T000000,268000,4,1.75,1680,9966,1,3,7,1100,580,1977,47.3923,-122.311,2400
766500030,20140610T000000,225000,3,1.75,1760,26055,1,3,7,920,840,1979,47.3664,-122.1,1350
6664000030,20141009T000000,980000,4,2.25,2240,11034,2,3,8,2240,0,1976,47.5894,-122.195,2300
9349900105,20150407T000000,795000,2,1,1380,5000,1.5,3,5,1380,0,1905,47.5708,-122.359,1500
1895000045,20150504T000000,195000,2,1,820,5100,1,3,6,820,0,1953,47.5156,-122.262,1170
6205500030,20141103T000000,480000,4,2,2180,10575,1,2,6,1730,450,1950,47.589,-122.177,2180
7011200260,20141219T000000,485000,4,2,1400,3600,1,3,7,1100,300,1900,47.6385,-122.37,1630
41000454,20140815T000000,130000,2,1,880,9000,1,3,5,880,0,1928,47.4672,-122.291,1410
7203600550,20140804T000000,325000,2,1,1060,5703,1,4,6,1060,0,1946,47.3444,-122.327,2240
9477200560,20150413T000000,440000,3,1.75,1530,7245,1,4,7,1530,0,1984,47.731,-122.191,1530
4022907770,20141014T000000,550000,4,1.75,2480,14782,1,3,8,1460,1020,1958,47.7646,-122.271,2910
5231000060,20140805T000000,310000,3,1.75,1490,7150,1,5,6,1490,0,1967,47.5015,-122.124,1350
6055000310,20140701T000000,530000,3,2.5,3660,39478,2,4,9,3260,400,1989,47.2413,-121.972,2700
3216900060,20140625T000000,390000,4,2.5,2340,8548,2,3,8,2340,0,1993,47.4206,-122.183,1970
7967200060,20140908T000000,243000,3,1.75,1450,12125,1,4,7,1450,0,1981,47.3575,-122.28,1210
8077210350,20140722T000000,639000,4,2.5,2210,9875,2,3,9,2210,0,1990,47.6285,-122.025,2440
7203000640,20140918T000000,215000,4,1,1130,7400,1,4,7,1130,0,1969,47.3437,-122.316,1540
2988000070,20150304T000000,405000,5,1.75,1550,10500,1,3,7,1100,450,1961,47.7573,-122.22,1420
3832200070,20141222T000000,250000,4,1.75,1710,7140,1,5,7,1010,700,1968,47.3745,-122.275,1770
3670500710,20140715T000000,405500,3,1.5,1010,8108,1,5,7,1010,0,1954,47.7359,-122.309,1300
8820903380,20140728T000000,452000,6,2.25,2660,13579,2,3,7,2660,0,1937,47.7142,-122.286,1120
8820903380,20150102T000000,730000,6,2.25,2660,13579,2,3,7,2660,0,1937,47.7142,-122.286,1120
4233400400,20150414T000000,267000,3,2,1300,9644,1,3,7,1300,0,1994,47.3131,-121.998,1430
3793500550,20140808T000000,289950,3,2.5,1670,6186,2,3,7,1670,0,2002,47.3668,-122.031,2390
6431000270,20140728T000000,565000,2,1,960,4080,1,5,7,960,0,1911,47.6893,-122.349,1300
2225059214,20140808T000000,1.58E+06,4,3.25,4670,51836,2,4,12,4670,0,1988,47.635,-122.164,4230
7694800270,20150420T000000,636000,3,2.5,2140,2770,2,3,8,1770,370,2007,47.6664,-122.131,2510
2171400197,20140918T000000,350000,5,3,2520,5500,1,3,8,1550,970,2004,47.4938,-122.255,1700
2473400340,20140604T000000,320000,3,1.5,1650,9380,1,5,7,1130,520,1978,47.4525,-122.162,1720
3530490070,20140613T000000,210000,2,1.75,1440,5680,1,4,8,1440,0,1978,47.3825,-122.319,1320
1932300075,20140910T000000,245000,2,1,1050,5900,1,3,7,1050,0,1950,47.5326,-122.376,1280
2525000510,20141106T000000,328000,3,1.75,1470,7650,1,3,7,1130,340,1983,47.4818,-122.161,1590
1853000510,20140509T000000,985000,4,2.25,4230,37769,2,3,11,4230,0,1989,47.7287,-122.077,3890
1742800060,20140612T000000,501000,3,1.75,1970,7972,1,5,8,1370,600,1976,47.4908,-122.225,2460
2723089104,20140917T000000,315000,3,2.25,1540,17424,2,3,7,1540,0,1992,47.4429,-121.759,1560
2619950350,20140508T000000,403000,3,2.75,2090,8354,2,3,8,2090,0,2012,47.7336,-121.965,2280
4021100045,20140715T000000,550000,3,2,2380,17950,2,4,8,2110,270,1934,47.7591,-122.28,2030
731500200,20150113T000000,347500,4,2.5,2156,3562,2,3,9,2156,0,2012,47.3591,-122.201,1708
2591820310,20141006T000000,365000,4,2.25,2070,8893,2,4,8,2070,0,1986,47.4388,-122.162,2390
3626039299,20150224T000000,588000,3,1,1910,8167,1,4,8,1270,640,1951,47.7004,-122.368,1500
9346980140,20140820T000000,605000,3,1.75,1920,7400,1,4,8,1260,660,1977,47.5633,-122.131,2360
6613000140,20141113T000000,1.30E+06,3,3.25,3400,5979,2,4,9,2290,1110,1937,47.6585,-122.273,3090
8159610060,20141119T000000,233000,3,2,1400,9177,1,3,7,1400,0,1974,47.3415,-122.272,2020
7830800339,20140728T000000,360000,4,2.5,2210,17715,2,3,8,2210,0,1997,47.3818,-122.2,2210
1588600045,20141215T000000,459000,2,1.75,1170,4887,1,3,6,1020,150,1929,47.695,-122.366,1170
826069046,20141107T000000,740000,3,2,2100,72745,1,4,9,2100,0,1995,47.7479,-122.062,2290
1771000890,20140917T000000,305000,3,1,1160,9750,1,3,7,1160,0,1967,47.7422,-122.073,1160
3300701170,20140620T000000,395000,3,1,1500,4000,1,3,6,900,600,1925,47.6921,-122.38,950
7340500270,20150123T000000,560000,4,2.5,2940,6000,2,3,8,2940,0,2000,47.7533,-122.198,2510
9277200111,20140714T000000,650000,4,1.75,2010,5070,1,4,7,1300,710,1963,47.5793,-122.402,2180
293720140,20140605T000000,449950,3,2.5,2170,4912,2,3,7,2170,0,2003,47.7767,-122.239,2010
579003610,20150224T000000,517500,3,1.5,1430,5200,1,4,7,1250,180,1940,47.6988,-122.387,2210
1138020200,20140903T000000,435000,4,1.5,1510,6460,1,3,7,1070,440,1970,47.7121,-122.214,1450
3432500200,20150409T000000,329999,3,1,1150,6908,1,3,6,800,350,1952,47.7447,-122.313,1150
1563102435,20141210T000000,950000,3,1.75,2150,4200,1,5,8,1140,1010,1960,47.5671,-122.405,2510
3959400710,20140730T000000,447000,3,1,1370,6001,1,5,7,1230,140,1944,47.5646,-122.317,1370
8682300890,20140828T000000,699800,2,2.5,2380,6600,1,3,8,2380,0,2010,47.717,-122.02,1870
4385700765,20140603T000000,850000,3,1.75,1370,3850,1,5,7,770,600,1911,47.6374,-122.279,1390
5149300200,20140902T000000,316500,3,1.75,1600,14250,1,3,7,1070,530,1979,47.3272,-122.355,2140
9323600060,20140715T000000,942500,5,3.5,3750,9612,1,4,9,2030,1720,1981,47.5511,-122.157,3270
9273200140,20150121T000000,1.31E+06,2,2.25,3950,3938,2,3,10,2910,1040,1991,47.5912,-122.384,3220
9542300320,20150202T000000,856600,4,2.25,2400,13430,1,4,9,2400,0,1964,47.5987,-122.178,2580
770000045,20141024T000000,405600,5,1.5,2830,4000,2.5,4,8,2830,0,1918,47.5132,-122.262,1480
6979900390,20140529T000000,565000,4,2.5,2440,22594,2,3,8,2440,0,1996,47.6333,-121.97,2560
6379500159,20140911T000000,400000,3,2.25,1190,1149,2,3,8,1050,140,2008,47.5818,-122.387,1210
826079094,20150324T000000,330000,3,2,1400,218252,1,3,7,1400,0,1997,47.7576,-121.934,2230
8856940060,20150227T000000,374950,4,2.75,2730,4683,2,3,7,2730,0,2005,47.3608,-122.043,2230
2972300060,20141217T000000,405300,3,2.75,2390,7939,1,5,7,1610,780,1983,47.4987,-122.166,1920
3575200070,20141104T000000,560000,3,2.25,2060,31400,2,3,8,2060,0,1984,47.6216,-122.056,2160
8146100270,20150324T000000,824000,4,2.25,2490,9864,1,4,8,1290,1200,1961,47.6051,-122.195,2360
8648200030,20140716T000000,260000,3,1.75,1100,10968,1,5,7,1100,0,1984,47.363,-122.08,1400
208500160,20150107T000000,760000,4,2.5,2430,6099,1,5,8,1470,960,1965,47.6777,-122.287,2180
1196003428,20140624T000000,405000,3,2.5,3170,12750,2,3,10,2360,810,1995,47.3384,-122.336,2970
5104450990,20140619T000000,429900,4,2.5,2640,8625,2,3,8,2640,0,1987,47.4598,-122.15,2240
3343901234,20141113T000000,341500,3,1.5,1130,7223,1,4,7,1130,0,1961,47.5089,-122.189,1320
226039214,20140612T000000,465250,5,2,1940,7642,1.5,3,7,1940,0,1957,47.7751,-122.38,1940
1623300160,20140506T000000,450000,2,2,1100,3000,1.5,3,7,1100,0,1912,47.6797,-122.362,1390
2205500575,20150209T000000,390000,3,1,1200,10800,1,4,7,1200,0,1955,47.5771,-122.144,1370
4040800810,20140502T000000,420000,3,2.25,2000,8030,1,4,8,1000,1000,1963,47.6188,-122.114,2070
2612000390,20140615T000000,269950,3,2.5,1890,4838,2,3,8,1730,160,2002,47.4802,-122.279,1910
3814400125,20141016T000000,493000,4,2,1910,2874,1,3,7,1060,850,1910,47.6101,-122.295,1520
7300400060,20140515T000000,370000,4,2.5,2710,5880,2,3,9,2710,0,1998,47.3314,-122.172,2520
1954700695,20140612T000000,2.25E+06,5,4.25,4860,9453,1.5,5,10,3100,1760,1905,47.6196,-122.286,3150
7230200340,20150225T000000,305000,3,1,1250,23680,1,5,7,1250,0,1967,47.475,-122.11,1450
3191000240,20140612T000000,400000,3,1.75,1590,8219,1.5,5,6,970,620,1938,47.7146,-122.217,2030
1139000069,20141118T000000,320000,3,1.5,1240,1221,2,3,8,1050,190,2009,47.7073,-122.356,1180
5693500270,20150121T000000,715000,4,1,2000,4800,2,4,7,2000,0,1911,47.6583,-122.351,1260
686500030,20141202T000000,650000,6,2.75,3610,10003,1.5,4,8,3610,0,1966,47.6261,-122.125,2560
8731901940,20150304T000000,218000,5,1.75,1930,8040,1,4,8,1930,0,1966,47.3109,-122.376,2370
2688100071,20150415T000000,500000,2,1,1280,5400,1,3,7,1280,0,1964,47.6949,-122.371,1540
2423069155,20141120T000000,460000,4,2,2090,40419,1,4,7,2090,0,1984,47.4691,-121.993,2380
2329500260,20140709T000000,232500,3,1.5,1940,9887,1,4,7,1140,800,1969,47.3289,-122.327,1410
2608300030,20140516T000000,408200,3,2.5,1800,5761,2,4,7,1800,0,1990,47.5293,-122.363,1800
1494300060,20140611T000000,522000,3,1.75,1730,8400,1,4,7,1400,330,1980,47.6792,-122.115,1830
7504101230,20140623T000000,675000,4,2.5,2810,11120,2,3,9,2810,0,1982,47.6337,-122.044,3100
8081020370,20140709T000000,1.36E+06,4,3.5,3550,11000,1,3,11,2260,1290,1999,47.5506,-122.134,4100
1446800511,20141009T000000,249950,4,1,1330,7980,1.5,3,6,1330,0,1952,47.492,-122.333,1570
1623049062,20150304T000000,210000,2,1,750,34133,1,3,6,750,0,1950,47.4781,-122.294,1460
6145601000,20140711T000000,429950,4,1,1760,7216,1,3,7,1090,670,1947,47.7041,-122.355,1180
205000520,20141006T000000,737500,4,2.5,3200,36276,2,3,9,3200,0,1993,47.6304,-121.994,2930
3885805935,20140926T000000,710000,4,2,1740,9000,1,5,8,1740,0,1958,47.6815,-122.198,1850
7852020640,20141020T000000,470000,3,2.5,2100,4700,2,3,8,2100,0,1999,47.5341,-121.867,2100
6838800140,20150224T000000,1.10E+06,4,3.5,4270,40097,1,4,12,4270,0,1993,47.7354,-122.078,3510
4083305445,20140815T000000,650000,3,2,1340,2720,1.5,3,7,1340,0,1913,47.6518,-122.335,2030
7855801610,20140519T000000,1.22E+06,4,2.5,3190,8684,1,5,9,1680,1510,1967,47.5619,-122.162,3160
7940700260,20150115T000000,422120,3,2.5,1630,4534,2,3,8,1630,0,1987,47.7148,-122.205,1380
8854100350,20150107T000000,625000,5,2.5,2990,15085,2,3,9,2990,0,2007,47.746,-122.218,3150
4365200860,20140606T000000,385200,4,1,1550,7740,1.5,3,6,1550,0,1954,47.5222,-122.375,1220
3904980030,20150414T000000,500000,3,2.25,1690,4964,2,3,8,1690,0,1989,47.5756,-122.01,1800
7843500070,20141118T000000,308000,4,2.25,1960,12243,2,3,8,1960,0,1989,47.3405,-122.058,1910
6067900060,20140605T000000,565000,3,2.75,2390,9966,1,5,8,1360,1030,1977,47.5433,-122.185,2140
7202340960,20140908T000000,581000,3,2.5,2600,4438,2,3,7,2600,0,2004,47.6799,-122.034,2600
1786640070,20140806T000000,361000,3,2,1950,8698,1,3,8,1950,0,1999,47.39,-122.153,2330
259600260,20150122T000000,345000,3,1,1250,7210,1,4,7,1250,0,1964,47.6329,-122.121,1530
7234600903,20141016T000000,419000,2,2.25,1180,1253,2,3,8,840,340,2008,47.6124,-122.309,1310
4307350200,20150512T000000,347000,3,2.5,1680,4308,2,3,7,1680,0,2004,47.4802,-122.179,2160
3276930400,20141022T000000,625000,4,2.25,2220,36085,2,3,9,2220,0,1989,47.5839,-121.991,3000
4045100075,20150325T000000,2.40E+06,4,4.25,4890,15188,2,3,11,3090,1800,1999,47.5602,-122.227,3470
1421069208,20141223T000000,379000,3,3.25,2660,17852,2.5,3,8,2660,0,2014,47.3077,-122.011,1320
4057300200,20141222T000000,310000,3,1.5,1150,3323,2,3,7,1150,0,1988,47.5707,-122.017,1150
1922059135,20150513T000000,250000,2,2,1130,5500,1,4,6,1130,0,1941,47.3839,-122.225,1320
5014600240,20140814T000000,682000,5,2.75,2760,5000,2,3,9,2760,0,2005,47.539,-122.188,2870
1565900070,20140721T000000,246500,3,2,1430,8919,1,3,7,1430,0,1992,47.2118,-121.983,1580
3121059033,20141029T000000,325000,3,1,1490,57381,1.5,4,5,1490,0,1932,47.2597,-122.228,1580
6799300270,20140806T000000,310950,4,2.5,2030,4997,2,3,8,2030,0,2004,47.393,-122.184,2095
2021200370,20140901T000000,1.10E+06,3,2,3010,5000,2,5,9,1890,1120,1931,47.6347,-122.396,2688
726049190,20141002T000000,287500,3,1,1810,7200,1,4,7,1130,680,1954,47.7493,-122.351,1810
726049190,20150218T000000,431000,3,1,1810,7200,1,4,7,1130,680,1954,47.7493,-122.351,1810
4006000251,20140822T000000,226000,3,1,970,5000,1,3,6,970,0,1968,47.5282,-122.279,1290
3362400640,20150512T000000,825000,3,1.75,2010,3090,1.5,5,7,1510,500,1926,47.682,-122.348,1600
1610000016,20140911T000000,175000,4,1,1300,6030,1.5,3,6,1300,0,1947,47.4778,-122.286,1240
7376300060,20140515T000000,465750,3,1.5,1260,10350,1,3,7,1260,0,1959,47.6357,-122.123,1800
7300200550,20150319T000000,659000,4,2.25,2610,24931,2,3,8,2610,0,1983,47.5771,-122.05,2550
2061100570,20150210T000000,595000,3,1.75,1910,5753,1,3,8,1110,800,1941,47.6898,-122.327,1630
8856890200,20140626T000000,350000,3,2.25,1780,16290,2,4,8,1780,0,1987,47.4622,-122.127,1780
8731951670,20140606T000000,270000,4,2.25,1900,8600,1,4,8,1900,0,1975,47.3102,-122.381,2120
4037200075,20140911T000000,662500,6,2.25,2450,25600,1,3,7,1340,1110,1957,47.6061,-122.117,1850
5066400483,20141120T000000,249900,3,1.75,1380,14000,1,4,5,1380,0,1939,47.294,-122.281,1490
4167300310,20150317T000000,324500,3,1.75,1920,11340,1,4,7,1230,690,1977,47.3272,-122.362,1980
8682262400,20140718T000000,430000,2,1.75,1350,4003,1,3,8,1350,0,2004,47.7176,-122.033,1350
8682262400,20150513T000000,419950,2,1.75,1350,4003,1,3,8,1350,0,2004,47.7176,-122.033,1350
6777800160,20140728T000000,285000,4,1.75,2510,7440,1,4,8,1290,1220,1962,47.3748,-122.276,1790
1402950550,20150107T000000,332000,4,2.5,2470,7780,2,3,8,2470,0,2002,47.3337,-122.191,2100
2843200070,20141215T000000,282000,4,1.75,1660,10725,1,3,7,960,700,1956,47.5033,-122.3,1340
6450303785,20141118T000000,320000,3,1,1340,5175,1,3,7,940,400,1987,47.7321,-122.34,1020
9429500045,20140509T000000,428750,3,1,1620,30736,1.5,4,7,1620,0,1911,47.5719,-122.119,2440
1443300140,20150114T000000,330000,3,2.25,2300,35287,2,3,8,2300,0,1977,47.2477,-121.937,1760
108000127,20141209T000000,456500,4,3.5,2000,2309,3,3,8,2000,0,2008,47.7027,-122.361,1440
1081300200,20140509T000000,352000,3,2.25,1640,11050,1,4,8,1640,0,1972,47.4723,-122.121,1870
8818900060,20141125T000000,664000,4,2,1530,4080,1.5,4,7,1530,0,1912,47.6645,-122.325,1860
3395050060,20140722T000000,628000,3,1.75,4000,11894,1,3,9,2190,1810,1987,47.7738,-122.203,2530
7197350070,20150304T000000,512000,3,1.75,1610,12555,1,3,7,1080,530,1977,47.6618,-122.136,1780
9510900270,20141211T000000,254000,3,2,2070,9000,1,4,7,1450,620,1969,47.3085,-122.376,1630
3905081070,20140521T000000,535800,4,2.5,1900,5790,2,3,8,1900,0,1994,47.5691,-121.996,2030
2322069114,20141010T000000,287653,3,1,1050,16050,1,4,7,1050,0,1960,47.3841,-122.006,1610
5637500070,20140731T000000,438000,3,2.5,1520,1304,2,3,8,1180,340,2006,47.5446,-122.385,1270
4164100160,20140716T000000,450000,4,1.75,2390,23899,1,3,7,1750,640,1949,47.7557,-122.237,1840
4136890260,20140627T000000,327000,5,2.75,2400,8050,2,3,8,2400,0,1998,47.2635,-122.209,2400
3056800160,20140812T000000,370500,4,2.5,1790,6120,2,3,7,1790,0,2005,47.4829,-122.128,1950
3654800200,20141022T000000,265000,3,2.5,1720,6271,2,3,7,1720,0,1993,47.3898,-122.049,1570
2296500036,20150310T000000,450000,4,2.75,2980,13260,1,4,8,1800,1180,1979,47.5152,-122.197,1920
623069068,20140627T000000,425000,3,1,1520,213444,1.5,5,8,1520,0,1988,47.5081,-122.093,2640
1865820370,20141113T000000,166600,3,1.75,1150,8690,1,4,7,1150,0,1977,47.3729,-122.115,1330
1723049033,20140620T000000,245000,1,0.75,380,15000,1,3,5,380,0,1963,47.481,-122.323,1170
2359300030,20150508T000000,565000,3,1,910,5212,1,3,7,910,0,1951,47.6742,-122.284,1520
6403310060,20140811T000000,539900,3,1.75,1650,10150,1,3,8,1230,420,1976,47.6963,-122.169,1930
1937300270,20150303T000000,910000,3,3.5,2480,3200,2,3,10,2480,0,2010,47.5951,-122.307,1980
4137050060,20141104T000000,280000,4,2.5,2050,7416,2,3,8,2050,0,1990,47.2658,-122.219,2050
2310000240,20150313T000000,275000,3,2.25,1420,8549,2,4,7,1420,0,1989,47.3576,-122.039,1560
3955900830,20150427T000000,467000,3,2.5,3460,6590,2,3,7,3460,0,2001,47.4802,-122.188,2490
8665050060,20140731T000000,457500,3,2.5,1500,4445,2,3,8,1500,0,1996,47.5682,-122.005,1730
3330500875,20141226T000000,381156,2,1,1320,3090,1,4,7,1320,0,1908,47.5517,-122.276,1270
3327020400,20150423T000000,289999,5,2.5,2180,8240,1,4,8,1220,960,1977,47.3122,-122.191,2050
1250700060,20150422T000000,642450,3,1.75,1830,4160,1,3,7,1230,600,1919,47.5962,-122.288,1950
4039300400,20140919T000000,469950,3,2.25,1620,8701,1,3,7,1220,400,1962,47.6071,-122.137,1600
6665800060,20150305T000000,795000,3,2,2920,13650,1,5,8,1460,1460,1975,47.6652,-122.188,2920
7504110030,20150211T000000,785000,4,2.5,3300,10514,2,3,10,3300,0,1984,47.6323,-122.036,2820
7805450810,20140530T000000,860000,3,2.25,3060,12095,2,3,10,3060,0,1983,47.5611,-122.106,3060
6306400140,20140612T000000,1.10E+06,0,0,3064,4764,3.5,3,7,3064,0,1990,47.6362,-122.322,2360
8802400416,20150213T000000,147500,3,1,1530,8498,1,3,7,1530,0,1959,47.404,-122.203,1380
6204400270,20141125T000000,390000,3,2,1910,11576,1,3,7,1410,500,1978,47.7356,-122.198,2040
9536602080,20141219T000000,229000,3,1,1020,8100,1,3,7,1020,0,1954,47.3586,-122.314,1020
